"","Category","ProductName","Reviewer","Review","ReviewDate","Rating"
"172","Mens Tshirt","Tommy Hilfiger Men's Tommy Logo Tee T-Shirt","mr m j simmons","







  
  
    Very nice t shirt, would recommend.
  
","Reviewed in the United Kingdom on 18 December 2023","5.0 out of 5 stars"
"173","Mens Tshirt","Tommy Hilfiger Men's Tommy Logo Tee T-Shirt","vince stevens.","







  
  
    This was bought as a gift for Christmas, I'm sure it will be well received.
  
","Reviewed in the United Kingdom on 29 November 2023","5.0 out of 5 stars"
"174","Mens Tshirt","Tommy Hilfiger Men's Tommy Logo Tee T-Shirt","Serviceepps","







  
  
    Price and delivery OK but can't comment on anything else as it is a Christmas Gift.
  
","Reviewed in the United Kingdom on 21 November 2023","5.0 out of 5 stars"
"175","Mens Tshirt","Tommy Hilfiger Men's Tommy Logo Tee T-Shirt","Craig","







  
  
    I float between a medium and large in most shirts and have found it hard to judge the Tommy style. I am 5""11 and wear a 32 short in trouser/jeans (long torso, short legs) a large fit perfectly.
  
","Reviewed in the United Kingdom on 20 October 2023","5.0 out of 5 stars"
"176","Mens Tshirt","Tommy Hilfiger Men's Tommy Logo Tee T-Shirt","R. Poot","







  
  
    Good fit, design distracts from the moobs!😂
  
","Reviewed in the United Kingdom on 27 July 2023","4.0 out of 5 stars"
"177","Mens Tshirt","Tommy Hilfiger Men's Tommy Logo Tee T-Shirt","Julie","







  
  
    Really quick delivery. A great quality top and the colour is really vibrant, which I wanted. Other yellow tops have been dull and disappointing.As others have commented the top does come up slightly smaller than anticipated but that is due to the top being quite square and so a little tighter around the shoulders and back. So re-ordered a XL and fits perfect.
  
","Reviewed in the United Kingdom on 12 April 2023","4.0 out of 5 stars"
"178","Mens Tshirt","Tommy Hilfiger Men's Tommy Logo Tee T-Shirt","Filipe","







  
  
    I usually don’t like to rate something so quick but here I wanna rate two things, service and quality. Service because is the first time using try 7 days before buying from Amazon what I can see is an excellent service in my opinion that before purchasing we can than try it and yes after paying for it, anyway I know that even if it wouldn’t fit or something it would be wrong we could than send it back and get the refund but somehow is the process of refunding, etc. In terms of the T-shirt itself, I am amazed and not like what a lot of people says in some reviews, quality not good, fake, etc. For sure this is genuine and top quality, thicker than I actually thought what is great, I did purchase a Hugo Boss T-shirt last year not on Amazon but I paid almost 3 times of what I paid for this one and is soooooo thin, a bit disappointing but I did loved the T-shirt so I kept it. I love Tommy Hilfiger clothes, I have few and to be honest never got disappointed. As you can see in the images, it looks a very good fabric (organic cotton) and fits perfect. Love it 😊
  
","Reviewed in the United Kingdom on 3 July 2022","5.0 out of 5 stars"
"179","Mens Tshirt","Tommy Hilfiger Men's Tommy Logo Tee T-Shirt","Filipe","







  
  
    Received the item (wrong size was sent but that's human error more than anything), as a product it feels a really good quality but the page description states that it is a regular fit when in fact it is a slim fit, so basically requires buying a size two up from normal.
  
","Reviewed in the United Kingdom on 15 July 2023","5.0 out of 5 stars"
"180","Mens Tshirt","Tommy Hilfiger Men's Tommy Logo Tee T-Shirt","George","







  
  
    The t-shirt is the quality you would expect from the brand and price. It fitted my son as he wanted it to, tight, muscle fit. It washes really nicely and retained it's shape well.
  
","Reviewed in the United Kingdom on 26 August 2023","3.0 out of 5 stars"
"181","Mens Tshirt","Tommy Hilfiger Men's Tommy Logo Tee T-Shirt","Glen fitzhugh","







  
  
    Order a size bigger , other than that all good
  
","Reviewed in the United Kingdom on 21 May 2023","4.0 out of 5 stars"
"182","Mens Tshirt","Tommy Hilfiger Men's Tommy Logo Tee T-Shirt","Marcjanna","







  
  
    Product is fine, quality too , but it absolutely isn't true to size, I bought it for my boyfriend (size L men) , but I it was much too small, more like S .
  
","Reviewed in the United Kingdom on 9 July 2023","3.0 out of 5 stars"
"183","Mens Tshirt","Tommy Hilfiger Men's Tommy Logo Tee T-Shirt","Nath","







  
  
    Shirt is perfectly fine .But honestly the delivery was terrible just thrown on the doorstep in view of the road not left in a safe place at all
  
","Reviewed in the United Kingdom on 30 August 2023","5.0 out of 5 stars"
"184","Mens Tshirt","Tommy Hilfiger Men's Tommy Logo Tee T-Shirt","Wayne ","







  
  
    Excellent quality
  
","Reviewed in the United Kingdom on 26 September 2023","5.0 out of 5 stars"
"185","Mens Tshirt","Tommy Hilfiger Men's Tommy Logo Tee T-Shirt","Dunc","







  
  
    Faded after two washes not that impressed .
  
","Reviewed in the United Kingdom on 10 April 2023","4.0 out of 5 stars"
"186","Mens Tshirt","Tommy Hilfiger Men's Tommy Logo Tee T-Shirt","Lisa","







  
  
    If you order this order a size bigger it’s a lovely T-shirt but could of done with a size bigger
  
","Reviewed in the United Kingdom on 19 June 2023","3.0 out of 5 stars"
"187","Mens Tshirt","Tommy Hilfiger Men's Tommy Logo Tee T-Shirt","Mark B.","







  
  
    Bought 3xl however its more an XL.Product other than sizing was top notch.
  
","Reviewed in the United Kingdom on 13 June 2023","3.0 out of 5 stars"
"188","Mens Tshirt","Tommy Hilfiger Men's Tommy Logo Tee T-Shirt","Mr. J. LB","







  
  
    I have an identical TH shirt in white (M) which fits fine but for some reason this one is a little small, would have bought a size up, had I known.
  
","Reviewed in the United Kingdom on 18 November 2022","4.0 out of 5 stars"
"189","Mens Tshirt","Tommy Hilfiger Men's Tommy Logo Tee T-Shirt","Steve B","







  
  
    Ordered a Large but it was way too small. Sent back.
  
","Reviewed in the United Kingdom on 15 May 2023","3.0 out of 5 stars"
"190","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","john D","







  
  
    Picked up four of these two burgundy and two blue ones they are good quality and true to size go great with jeans or tracksuit bottoms, for the price they are good value and worth the money well made comfortable and good material unlike a lot of other  T shirts now days
  
","Reviewed in the United Kingdom on 26 December 2023","5.0 out of 5 stars"
"191","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","John OKeefe","







  
  
    All OK
  
","Reviewed in the United Kingdom on 30 May 2023","5.0 out of 5 stars"
"192","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","Mr LEE","







  
  
    Excellent quality T-shirtReally good quality feels & looksgreat.
  
","Reviewed in the United Kingdom on 11 September 2022","5.0 out of 5 stars"
"193","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","J B.","







  
  
    Had to knock a star of as it was sent screwed up in the bottom of a clear plastic bag and thrown over the gate.
  
","Reviewed in the United Kingdom on 16 August 2023","4.0 out of 5 stars"
"194","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","shooter37","







  
  
    Top quality t-shirt for a great price.
  
","Reviewed in the United Kingdom on 4 July 2021","5.0 out of 5 stars"
"195","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","DEAN B","







  
  
    size to big for xl
  
","Reviewed in the United Kingdom on 8 November 2023","3.0 out of 5 stars"
"196","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","Isfhan Rashid","







  
  
    Everything seems to be okay fitted perfectly (Medium) and very comfy.
  
","Reviewed in the United Kingdom on 1 October 2023","5.0 out of 5 stars"
"197","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","Isfhan Rashid","







  
  
    Got this for my son's dad he loves it
  
","Reviewed in the United States on 22 June 2018","5.0 out of 5 stars"
"198","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","Prettyface_Lester😍","







  
  
    Fits nicely and love the colour
  
","Reviewed in Canada on 26 November 2023","4.0 out of 5 stars"
"199","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","Mrs Gee","







  
  
    Very long
  
","Reviewed in the United States on 17 February 2018","3.0 out of 5 stars"
"200","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","JN","







  
  
    Washes well, fits well, and looks great.
  
","Reviewed in the United States on 16 February 2018","5.0 out of 5 stars"
"201","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","kingsmummy","







  
  
    Great material.
  
","Reviewed in the United States on 14 May 2021","5.0 out of 5 stars"
"202","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","Daniel ","







  
  
    Was a tiny bit itchy when it arrived, though totally went away after the first wash, which is expected anyway lol. Super comfortable and looks great.
  
","Reviewed in Australia on 15 October 2022","5.0 out of 5 stars"
"203","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","Paul Sutherland","







  
  
    Great shirt. Fits great. Comfortable. Catch hell for the red lettering though. Red is my favorite color so get over it.
  
","Reviewed in the United States on 11 June 2018","5.0 out of 5 stars"
"204","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","G. Young","







  
  
    Great color, looks super good on. I'm a big fan of Champion and I'm always on the look out for new Champion colors. Got a Medium, it fit perfect. The material however was not the softest. Still a great purchase :-) Would buy again
  
","Reviewed in the United States on 13 August 2020","5.0 out of 5 stars"
"205","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","LizzyM","







  
  
    Nice thick shirt. My husband loved it.
  
","Reviewed in the United States on 30 March 2019","5.0 out of 5 stars"
"206","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","#1TRACKMAN","







  
  
    Nice shirt. Good quality.
  
","Reviewed in the United States on 8 October 2018","5.0 out of 5 stars"
"207","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","sochiman","







  
  
    Nice.
  
","Reviewed in the United States on 1 March 2018","5.0 out of 5 stars"
"208","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","none","







  
  
    Quality of shirt is good, but size is a bit larger than the chart indicated.
  
","Reviewed in the United States on 27 July 2018","3.0 out of 5 stars"
"209","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","Kelmon","







  
  
    It arrive on time and fast delivery. The shirt is just a normal T shirt it looks better on amazon than in person. Its not thin nor is it thick ether, its just in between that. Its not bad if u are just looking a regular T shirt.
  
","Reviewed in the United States on 1 November 2018","3.0 out of 5 stars"
"210","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","Tyrell McDowall","







  
  
    Great shirt
  
","Reviewed in Canada on 29 June 2018","5.0 out of 5 stars"
"211","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","Jochen Riegg","







  
    Aber für Sommer eher ungeeignet da zu dicker Stoff. Aber alles im ganzen geiles Shirt.
  
  
","Reviewed in Germany on 20 July 2023","5.0 out of 5 stars"
"212","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","PurpelNoon","







  
  
    I've purchased several XXl t-shirts for the gym and many are tight from the get go or get tighter as you go. This shirt has a comfortable generous fit and hasn't shrunk.
  
","Reviewed in the United States on 25 February 2019","5.0 out of 5 stars"
"213","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","David","







  
  
    The shirts fit in between light and heavy duty. They fit slightly big around the shoulders. I'm 6'0'' 182 lbs. I bought them for basketball so I just wanted something with a little room in the sleeves so I can shoot and these fit nice for that.Good Quality Shirt Too.
  
","Reviewed in the United States on 23 February 2018","4.0 out of 5 stars"
"214","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","Elvin tan","







  
  
    Nice cotton material, good fit and feels durable.
  
","Reviewed in Singapore on 27 August 2023","5.0 out of 5 stars"
"215","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","Germano","







  
    Maglietta in cotone ben fatta, taglio regolare, no elasten, comoda e pratica. Corrispondente all’immagine e alla descrizione.
  
  
","Reviewed in Italy on 24 March 2023","5.0 out of 5 stars"
"216","Mens Tshirt","Champion Herren Klassisches Grafik T-Shirt","T. Sawaengdee","







  
  
    Good quality
  
","Reviewed in the United States on 25 December 2018","4.0 out of 5 stars"
"217","Mens Tshirt","Jack and Jones Mens Gingham Shirt","mondo","







  
  
    Very well made shirt ,nice fit and decent price.
  
","Reviewed in the United Kingdom on 12 February 2024","5.0 out of 5 stars"
"218","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Preston & Teneal","







  
  
    Not the thickest fabric and sizing a little weird. I'd normally take a 2XL but the sizing chart led me to go for the 3XL Plus. The fit is pretty good, with the sleeves just a tad lengthy. The garment would benefit from a bit more structure in the collar and cuffs, but I'd say it represents good value for the price paid.
  
","Reviewed in the United Kingdom on 8 January 2024","4.0 out of 5 stars"
"219","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Ryder","







  
  
    Really nice looking shirt.the fit is great. Material is soft, thin , but still keeps you warm.  I have the dark green and black, and I think It looks great.I love it. I'm sure I order more in the future
  
","Reviewed in the United Kingdom on 2 January 2024","5.0 out of 5 stars"
"220","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Richard","







  
  
    Much too tight for the size given. I ordered a large which is usually fine for me, but on this my slightly overweight belly was sticking out and pushing the buttons. Gave it to a relative in the end. Order one or even two sizes up.
  
","Reviewed in the United Kingdom on 28 December 2023","3.0 out of 5 stars"
"221","Mens Tshirt","Jack and Jones Mens Gingham Shirt","danni456","







  
  
    Looked and felt great. Bought for my dad. Fits and washes well
  
","Reviewed in the United Kingdom on 13 February 2024","5.0 out of 5 stars"
"222","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Muz","







  
  
    I recently purchased a men's t-shirt that boasted a fantastic fit and a stylish appearance. While the shirt looked great and hugged the body in all the right places, the overall experience was slightly marred by the feel of the material.Fit and Style: 4.5/5The fit of the t-shirt was spot-on, providing a flattering silhouette without being too tight or overly loose. The design and cut were modern, contributing to an overall appealing look. It's a shirt that I feel confident wearing for various occasions.Material: 3/5Unfortunately, the material used for the t-shirt left something to be desired. While it looked good on the outside, the feel of the fabric against the skin was a bit disappointing. It gave off a somewhat cheap sensation, and the texture was not as smooth or soft as I would have preferred. It's not uncomfortable, but it does lack the premium feel that I typically associate with higher-quality shirts.Durability: 4/5On a positive note, the t-shirt has held up well through a few washes without significant signs of wear or shrinkage. The color has remained vibrant, and the stitching appears to be sturdy, contributing to a reasonably durable product.Overall Impression:In conclusion, this men's t-shirt strikes a good balance between fit and style, making it a visually pleasing addition to the wardrobe. However, the underwhelming feel of the material slightly diminishes the overall satisfaction. If you prioritize comfort over aesthetics, you might want to explore other options. For those more focused on the look, this t-shirt could still be a viable choice, especially given its affordable price point.
  
","Reviewed in the United Kingdom on 1 January 2024","4.0 out of 5 stars"
"223","Mens Tshirt","Jack and Jones Mens Gingham Shirt","QD","







  
  
    Fit as expected, nice quality, not too thick. Bargain.
  
","Reviewed in the United Kingdom on 24 January 2024","5.0 out of 5 stars"
"224","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Wayne Vaughan","







  
  
    The quality is really poor and the material is transparent. I ordered a large and it is tiny. Even the arms are too short. Gave it to my daughter who likes it as an overshirt as I couldn't be bothered to send it back.The worst quality item of clothing I've ever purchased.
  
","Reviewed in the United Kingdom on 16 January 2024","1.0 out of 5 stars"
"225","Mens Tshirt","Jack and Jones Mens Gingham Shirt","MunsterMunch","







  
  
    …having read previous reviews a lot of comments said that you would need to select a larger size. I’m normally a large but thankfully I followed the reviews and ordered XL and it’s just right. Someone needs a new tape measure.
  
","Reviewed in the United Kingdom on 9 February 2024","4.0 out of 5 stars"
"226","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Jaohim Gaucho","







  
  
    Look like Ok , nice material but size L high to small
  
","Reviewed in the United Kingdom on 20 January 2024","4.0 out of 5 stars"
"227","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Blugg","







  
  
    Nice shirt, but it does crinkle up very quickly. The shirt itself is well made and has not comer apart  after been well worn. You might want to order a size larger than usual as it appears to be a little tight.
  
","Reviewed in the United Kingdom on 27 December 2023","4.0 out of 5 stars"
"228","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Stu_626","







  
  
    Fits decent, very thin though. Defo an over a tshirt style shirt. Would be too cold on it's own. However, fits well in that regard too and looks good in the smart casual kinda way so happy overall with the purchase
  
","Reviewed in the United Kingdom on 5 December 2023","4.0 out of 5 stars"
"229","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Anna Mc Glynn","







  
  
    Good fit
  
","Reviewed in the United Kingdom on 23 December 2023","4.0 out of 5 stars"
"230","Mens Tshirt","Jack and Jones Mens Gingham Shirt","jim potts","







  
  
    Excellent service
  
","Reviewed in the United Kingdom on 8 February 2024","5.0 out of 5 stars"
"231","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Ollie","







  
  
    Product is as advertised. Light weight and sizing is accurate. I would recommend this product.
  
","Reviewed in the United Kingdom on 26 January 2024","5.0 out of 5 stars"
"232","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Pete","







  
  
    Cheap as chips at £10 looks okay.  Normally a large/ extra large at a push in some brands had to buy xxl!
  
","Reviewed in the United Kingdom on 20 January 2024","5.0 out of 5 stars"
"233","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Curtis","







  
  
    Ok as a casual shirt but very thin material
  
","Reviewed in the United Kingdom on 12 February 2024","3.0 out of 5 stars"
"234","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Plymouth Claire","







  
  
    Nice comfortable material and good fit for the size. Few loose threads here and there otherwise ok
  
","Reviewed in the United Kingdom on 5 February 2024","3.0 out of 5 stars"
"235","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Michael F","







  
  
    Lovely shirt, felt great. Just a shame about the fit. Size M, chest was about 42 and then tapered down to the waist.
  
","Reviewed in the United Kingdom on 22 January 2024","3.0 out of 5 stars"
"236","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Mrs M R Jarrett","







  
  
    This is meant to be a present but delivered uncovered and if the recipient has seen it it would have then not been a surprise.  I have not opened the parcel as had to parcel it for Christmas before he came  in.  It does look fine but a score for 3 due to not being covered.
  
","Reviewed in the United Kingdom on 18 December 2023","3.0 out of 5 stars"
"237","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Jonathan King","







  
  
    It’s a decent looking shirt with material a bit in the thin side. For sizing go one up for your usual as it’s a bit figure hugging on the huskier gentleman.
  
","Reviewed in the United Kingdom on 10 January 2024","3.0 out of 5 stars"
"238","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Newman","







  
  
    Not bad but not great. I have a similar shirt from H&M that's made from nicer fabric and fits a lot better. Can't return it either so a waste of money.
  
","Reviewed in the United Kingdom on 22 October 2023","4.0 out of 5 stars"
"239","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Daviebhoy","







  
  
    Bargain. Very pleasedSize medium. Great fit. Soft. I'm 5'6"" with 40"" chest. Perfect. Very happy.
  
","Reviewed in the United Kingdom on 16 January 2024","5.0 out of 5 stars"
"240","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Andybhoy","







  
  
    These are small made. I'm normally a Large and I ordered an XL due to Amazon's recommendation but the XL is still ever so slightly tight.
  
","Reviewed in the United Kingdom on 31 December 2023","3.0 out of 5 stars"
"241","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Jaypema","







  
  
    Well priced, although feels like it looses its shape very quickly.
  
","Reviewed in the United Kingdom on 4 November 2023","4.0 out of 5 stars"
"242","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Dan","







  
  
    Bought a larger size but listed as 2 sizes smaller uk size, J&J on amazon uk regularly use the wrong size listing
  
","Reviewed in the United Kingdom on 29 December 2023","3.0 out of 5 stars"
"243","Mens Tshirt","Jack and Jones Mens Gingham Shirt","Trevor Goode","







  
  
    Nice bit of clothe, surprisingly good quality for a tenner. I bought a large and ended up giving it to my Action Man and it's a bit tight on him too!By a size larger, or have the best dress military action figure with eagle eyes of all your mates.
  
","Reviewed in the United Kingdom on 4 December 2023","3.0 out of 5 stars"
"244","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","maureen wyllie","







  
  
    I bought large for my husband and they fitted perfectly,  so I would recommend going up a size, as medium is his usual size.
  
","Reviewed in the United Kingdom on 22 January 2024","5.0 out of 5 stars"
"245","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","A.H","







  
  
    I’m happy with this itemPROS:- Comfortable- Thick fabric, feels good qualityCONS:- Size comes up a little bit small, but you’re probably good to stick to your normal size
  
","Reviewed in the United Kingdom on 4 February 2024","5.0 out of 5 stars"
"246","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","Mark J","







  
  
    The fit was a little small, but the design and pattern is great. For the price, very good value for money. Washes well, which is always a good indicator of quality.
  
","Reviewed in the United Kingdom on 10 July 2023","4.0 out of 5 stars"
"247","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","Christine Davis","







  
  
    Good quality, sizing was right
  
","Reviewed in the United Kingdom on 4 January 2024","5.0 out of 5 stars"
"248","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","yvonne","







  
  
    Really nice T-shirt, good quality and price, quick delivery
  
","Reviewed in the United Kingdom on 26 November 2023","5.0 out of 5 stars"
"249","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","Martin Barnsby-Greer","







  
  
    Nice thick cotton shirts that fit perfectly
  
","Reviewed in the United Kingdom on 14 January 2024","5.0 out of 5 stars"
"250","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","Amazon Customer","







  
  
    Nice top great fit …..looks great 🤙🏻
  
","Reviewed in the United Kingdom on 8 November 2023","5.0 out of 5 stars"
"251","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","Rob W","







  
  
    Black Tees are great but the Blue are a totally different material, they are so much thinner.The first wear of the blue is good but they go misshapen very quickly and look bad after the first wash.The black ones are very good quality and hold their shape well.------------------------------The above review was for shirts bought in the last two years 2020-2022, the black one's were great and worth the money. I got a blue one and it was very thin. I have since got a new black one (2023) and it's the same as the blue one extremely thin. Shame these were my go to t-shirt. Can't recommend them anymore.
  
","Reviewed in the United Kingdom on 31 October 2022","3.0 out of 5 stars"
"252","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","Cyn","







  
  
    This was bought for my daughter's partners Birthday he said it was good and comfortable to wear
  
","Reviewed in the United Kingdom on 26 January 2024","5.0 out of 5 stars"
"253","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","Sam","







  
  
    Lovely colour, great quality and price
  
","Reviewed in the United Kingdom on 13 December 2023","4.0 out of 5 stars"
"254","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","Sam","







  
  
    Great T-shirt fits perfect
  
","Reviewed in the United Kingdom on 19 January 2024","4.0 out of 5 stars"
"255","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","Claire Rafferty","







  
  
    Good size and fit, nice summery colours for spring 2024 holiday
  
","Reviewed in the United Kingdom on 4 December 2023","5.0 out of 5 stars"
"256","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","Norman Scott","







  
  
    Nice T-shirt for the money, my husband prefers a small logo so this is perfect.
  
","Reviewed in the United Kingdom on 28 November 2023","4.0 out of 5 stars"
"257","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","vanessa","







  
  
    Loved this shirt, and bought several others
  
","Reviewed in the United Kingdom on 12 January 2024","4.0 out of 5 stars"
"258","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","Peter from Norwich","







  
  
    Not sure if it's me but this t shirt got marks under the arm pits quicker than any other shirt I've had
  
","Reviewed in the United Kingdom on 16 November 2023","5.0 out of 5 stars"
"259","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","PRW","







  
  
    Excellent quality and value
  
","Reviewed in the United Kingdom on 16 January 2024","4.0 out of 5 stars"
"260","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","Christine Orford","







  
  
    Excellent service and good quality Levi item
  
","Reviewed in the United Kingdom on 4 January 2024","5.0 out of 5 stars"
"261","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","Sandra","







  
  
    Partner likes so all good
  
","Reviewed in the United Kingdom on 3 January 2024","5.0 out of 5 stars"
"262","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","Cat lover slippers ","







  
  
    Good quality,  good size , too to size
  
","Reviewed in the United Kingdom on 26 December 2023","5.0 out of 5 stars"
"263","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","Christine W.","







  
  
    Great value. Quality product.
  
","Reviewed in the United Kingdom on 26 December 2023","5.0 out of 5 stars"
"264","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","Amazon Customer","







  
  
    Pretty ordinary for the price
  
","Reviewed in the United Kingdom on 12 January 2024","3.0 out of 5 stars"
"265","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","Craig","







  
  
    I am 5ft 11, and 84kg. I wear 32inch waist for jeans. I have a long torso and find buying t-shirts can be awkward online as I float between a M and L. I ordered this in Large and it finds perfectly. Long in the torso and not baggy on the arms.
  
","Reviewed in the United Kingdom on 11 November 2023","5.0 out of 5 stars"
"266","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","Neil mclarnon","







  
  
    Really good quality t shirt
  
","Reviewed in the United Kingdom on 12 December 2023","5.0 out of 5 stars"
"267","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","Alastair Anderson","







  
  
    Excellent, good quality and reasonable price
  
","Reviewed in the United Kingdom on 7 December 2023","5.0 out of 5 stars"
"268","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","janine conlon","







  
  
    Very happy with the T Shirt, good quality and good size
  
","Reviewed in the United Kingdom on 29 November 2023","5.0 out of 5 stars"
"269","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","1268Georgi Zdravkov","







  
  
    Great price, confortable material, perfect fits - I would recommend it for sure and I am more than happy with my purchase. Cheers.
  
","Reviewed in the United Kingdom on 11 November 2023","5.0 out of 5 stars"
"270","Mens Tshirt","Levi's Original Short-Sleeved Housemark T-Shirt, Men's T-Shirt in Original Levi's Quality, Regular Fit with Crew Neck","South Ave","







  
  
    Really like these t-shirts, the quality of the material is better than most t-shirts on the market. Only issue I had was the under the arm on one side of the t-shirt the seam was coming away showing a small hole. I was going to send it back but sowing session resolved the issue.
  
","Reviewed in the United Kingdom on 5 June 2023","4.0 out of 5 stars"
